id,current_rating,potential_rating,height,weight,preferred_foot,skill_moves,value,wage,ball_control,strength,long_shots_level
236147,70,70,181,73,Right,2,1.400.000,8.9,71,54,Excellent
231682,56,66,192,80,Right,1,250,1.3,11,61,Fair
255469,63,69,164,60,Left,3,650,1.3,59,36,Fair
194135,73,73,172,65,Right,4,1.700.000,10.5,75,70,Excellent
208916,64,64,177,74,Right,2,325,5.6,62,68,Good
212418,67,67,188,80,Right,2,775,3.7,60,76,Good
226844,59,59,191,88,Right,2,160,1.8,35,75,Fair
220093,78,79,185,72,Right,3,15.000.000,45,78,70,Good
255193,65,65,171,64,Left,2,550,3.6,65,45,Fair
251979,64,71,180,75,Left,2,1.000.000,1.9,63,59,Good
253944,63,69,185,75,Right,1,,,15,68,Fair
202048,79,81,186,80,Right,2,16.500.000,65,79,74,Good
254628,67,67,183,79,Right,3,825,4.9,66,65,Good
189357,71,71,183,75,Right,1,825,7.3,33,70,Fair
242206,51,58,190,85,Right,1,90,1.3,13,56,Fair
226517,72,74,178,74,Left,3,2.600.000,9.9,74,61,Excellent
186558,66,66,180,67,Right,3,550,1.6,67,69,Good
179800,67,67,169,68,Right,3,675,2.6,64,56,Good
238509,63,77,181,70,Right,3,1.100.000,3.8,62,50,Good
213659,70,75,181,76,Right,2,2.000.000,16,66,74,Good
245039,64,74,176,73,Right,3,1.200.000,2.1,62,57,Good
232104,77,83,170,76,Right,3,15.500.000,70,76,50,Good
189707,72,72,186,81,Right,1,50,9.4,20,63,Fair
254278,59,64,180,78,Right,2,275,1.3,42,69,Fair
229748,66,67,189,80,Right,3,900,7.6,62,85,Good
53914,72,72,180,87,Right,2,375,14,59,75,Good
200425,68,69,191,73,Right,2,1.000.000,9.9,63,75,Good
241979,60,74,173,66,Left,2,525,1.3,57,56,Fair
243944,68,71,185,77,Left,2,1.300.000,8,61,90,Fair
242656,70,82,196,74,Left,1,3.100.000,19.5,26,52,Fair
213209,71,77,178,68,Right,3,2.400.000,4,72,66,Excellent
240391,55,62,181,75,Right,2,220,1.7,54,46,Good
198116,62,62,192,84,Right,1,,,20,53,Fair
204935,81,84,185,77,Left,1,23.500.000,65,40,70,Fair
255890,52,62,181,77,Right,2,150,1.3,48,59,Good
258488,59,62,188,88,Right,2,275,2.2,51,74,Good
227185,64,64,170,66,Right,2,550,1.3,63,58,Good
182632,73,73,175,67,Right,4,2.200.000,12,80,60,Excellent
252085,67,70,188,78,Right,2,1.100.000,2.7,63,74,Fair
255740,61,63,180,75,Right,2,325,1.3,62,56,Good
257287,57,70,184,75,Right,1,325,1.3,17,51,Fair
236794,58,64,191,76,Right,1,220,1.3,17,59,Fair
239461,63,69,187,83,Right,1,550,1.8,11,62,Fair
167664,83,83,186,89,Right,3,26.500.000,15,83,82,Excellent
241703,65,72,175,68,Right,3,1.300.000,3.4,66,59,Good
152480,61,61,178,68,Right,2,100,1.3,55,31,Good
199584,69,69,179,78,Right,3,1.100.000,7.2,65,70,Excellent
203570,73,73,183,81,Right,3,2.400.000,60,70,73,Good
255310,62,69,181,73,Right,3,725,1.3,62,72,Fair
139064,73,73,174,71,Right,3,550,8.3,67,72,Good
193473,61,62,191,84,Right,2,275,1.6,46,85,Fair
258522,54,76,187,71,Left,2,300,1.3,46,58,Fair
259299,57,73,193,86,Right,2,350,1.3,45,69,Fair
235442,65,72,185,77,Right,2,1.200.000,3.1,57,70,Fair
202731,61,61,176,67,Right,2,250,1.3,56,58,Good
253694,62,68,180,73,Right,2,550,2.1,64,59,Good
251353,75,75,180,75,Right,3,5.500.000,16.5,68,79,Good
248488,57,75,183,75,Right,2,350,1.3,51,58,Fair
258871,61,78,176,71,Right,3,750,1.3,67,56,Good
242085,62,70,175,66,Right,2,775,1.7,65,56,Good
213120,61,63,191,77,Left,2,375,2.7,61,67,Good
238270,66,73,189,80,Right,2,1.400.000,1.3,63,73,Good
223596,71,75,187,80,Right,3,2.300.000,7.9,73,74,Good
244852,64,75,182,79,Right,3,1.200.000,1.7,67,61,Good
221401,68,68,186,83,Right,2,900,7.4,57,82,Good
229031,55,63,185,81,Right,1,220,1.3,20,65,Fair
254501,60,68,187,72,Right,3,500,1.3,60,72,Good
207499,66,67,183,80,Right,2,900,1.7,59,77,Good
230210,67,67,178,75,Left,2,900,5.3,48,57,Fair
251703,69,69,199,87,Right,1,,,21,66,Fair
259333,51,57,175,75,Left,2,80,1.3,38,54,Fair
152879,75,75,177,76,Right,3,3.100.000,31,76,67,Good
213570,69,69,183,89,Right,3,1.200.000,3.5,66,80,Good
216288,67,70,177,79,Right,2,1.100.000,2.7,63,74,Good
258934,59,71,178,73,Right,3,500,3,52,62,Good
247638,60,61,168,61,Right,2,220,1.3,60,48,Good
216267,87,89,178,64,Left,3,81.500.000,140,82,65,Good
203966,67,67,187,86,Left,2,325,2.7,61,80,Good
235507,66,73,173,72,Left,3,1.500.000,2.2,69,57,Good
256029,54,75,167,59,Right,2,325,1.3,57,30,Good
237490,66,75,168,65,Right,3,1.700.000,3.5,68,43,Good
250954,67,83,188,79,Right,2,2.200.000,1.9,58,74,Fair
230355,75,75,174,75,Right,2,1.600.000,11,76,72,Good
251646,61,67,179,80,Right,3,475,1.3,64,78,Good
227869,62,68,190,85,Left,3,550,1.3,63,74,Good
211408,74,78,176,73,Right,3,5.500.000,29.5,76,61,Good
247268,62,72,180,69,Left,2,775,1.3,67,66,Good
240057,69,69,179,76,Right,3,1.100.000,4.3,68,70,Good
256479,60,74,178,67,Left,3,525,1.3,59,56,Good
254444,63,64,172,70,Right,3,525,3.4,69,77,Good
229174,66,71,183,76,Right,2,1.100.000,1.3,61,71,Good
232692,70,70,185,84,Right,3,1.200.000,7.1,69,70,Good
235157,62,69,189,82,Right,2,750,1.5,59,76,Good
248467,52,65,175,70,Right,2,170,1.3,59,60,Fair
225507,74,75,171,70,Right,2,3.900.000,8.5,66,70,Good
258037,63,81,180,72,Left,3,1.100.000,1.4,69,49,Good
194359,75,75,170,68,Right,3,2.600.000,27,69,57,Good
257638,56,73,192,83,Right,1,300,1.3,10,50,Fair
256880,61,78,182,75,Right,2,725,1.3,51,63,Fair
207925,68,68,176,75,Right,2,1.000.000,5.8,61,68,Good
222692,71,74,182,75,Right,2,2.100.000,13,65,72,Good
241646,63,75,178,65,Right,3,1.100.000,6.3,63,48,Good
222368,76,81,183,72,Right,3,10.500.000,13.5,78,68,Good
220355,70,70,191,84,Right,3,1.500.000,5.6,74,81,Good
179695,69,69,179,82,Left,3,500,5.4,69,77,Excellent
242969,70,78,192,83,Right,1,2.800.000,2.9,25,69,Fair
255255,60,70,171,66,Right,2,475,1.3,53,56,Good
203435,72,73,183,82,Right,3,2.200.000,9,68,76,Good
252590,65,80,190,78,Right,2,1.500.000,4.2,62,70,Good
257268,61,66,186,80,Left,2,375,1.3,46,71,Fair
234746,66,66,185,82,Right,3,,,68,78,Good
230882,66,75,191,83,Left,2,1.600.000,3.1,57,75,Fair
225383,62,70,175,64,Right,3,775,2.9,63,62,Good
241168,72,82,178,75,Right,4,4.500.000,11,75,63,Excellent
244690,61,75,175,70,Left,3,700,1.3,66,34,Fair
182409,67,67,184,73,Right,2,625,3.8,68,79,Good
243155,64,76,183,70,Right,2,1.300.000,14.5,62,64,Good
210537,78,78,170,65,Left,3,12.500.000,43,78,57,Excellent
258349,59,78,185,75,Right,2,525,1.8,69,56,Good
225679,63,68,191,79,Right,2,550,2.8,63,71,Fair
255081,61,66,179,76,Right,3,400,1.3,61,56,Good
169912,63,63,183,72,Right,2,325,2.6,61,60,Good
236405,68,71,176,74,Left,2,1.300.000,3.7,61,72,Good
241538,65,73,182,67,Left,2,1.300.000,1.9,62,69,Good
230928,58,60,192,82,Right,2,200,1.3,44,76,Fair
206549,66,66,186,83,Right,1,130,1.7,23,72,Fair
196919,62,62,178,74,Right,3,140,2.1,63,64,Good
189615,77,77,175,66,Left,3,8.000.000,32,74,61,Good
236956,67,72,168,58,Right,3,1.300.000,4.9,70,56,Good
243856,66,66,173,67,Right,2,675,4.3,50,64,Fair
242744,64,78,181,77,Right,3,1.200.000,2.5,69,71,Good
224068,63,66,182,77,Right,1,450,1.3,29,57,Fair
178250,78,78,179,77,Right,3,4.300.000,24.5,76,90,Excellent
221790,58,60,191,86,Right,1,150,1.3,24,58,Fair
253155,59,67,192,83,Right,2,450,1.3,53,76,Good
205735,70,70,174,64,Right,4,1.400.000,9.9,76,45,Good
235383,68,72,189,80,Left,1,1.200.000,3.2,12,55,Fair
171972,75,75,178,66,Right,3,4.000.000,41,77,66,Good
255982,53,65,172,64,Right,1,170,1.3,8,50,Fair
237214,68,73,183,82,Right,2,1.400.000,2.8,50,83,Fair
216549,77,81,194,90,Left,3,14.000.000,40,75,89,Good
240329,59,73,174,72,Right,3,500,1.3,69,34,Good
223607,67,67,181,73,Left,2,825,3.1,62,70,Fair
226405,66,66,175,74,Right,2,800,4.5,67,72,Good
259108,52,55,180,75,Right,1,70,2,10,52,Fair
224438,68,74,191,77,Left,3,1.700.000,3.1,67,72,Good
210864,78,81,182,70,Right,3,15.500.000,49,74,66,Good
178600,69,69,190,85,Right,2,850,7.1,56,82,Fair
205365,74,74,180,80,Right,3,3.700.000,15,76,58,Excellent
211263,73,75,185,83,Right,2,3.000.000,11,62,83,Fair
247403,60,60,187,79,Right,2,150,2.2,38,83,Fair
153045,61,61,187,91,Left,2,190,1.3,53,81,Good
198141,80,80,184,73,Right,3,15.500.000,25.5,78,73,Good
226110,82,85,183,73,Left,4,36.500.000,90,81,68,Excellent
205670,74,74,174,78,Right,3,3.800.000,33,73,61,Excellent
253010,57,71,168,57,Right,3,325,1.3,59,30,Good
242601,52,65,182,72,Left,3,170,1.4,52,54,Good
221285,60,62,175,71,Right,2,300,1.3,53,67,Good
241884,65,72,182,75,Left,2,1.300.000,1.8,62,74,Good
240796,64,80,184,81,Right,1,1.300.000,1.7,18,46,Fair
164766,68,68,185,75,Left,3,750,3.8,70,76,Good
147006,76,76,174,71,Right,4,2.200.000,6.9,80,59,Excellent
234984,65,69,172,65,Right,3,900,3.4,66,48,Good
253440,52,68,172,66,Left,2,190,3.1,54,41,Good
110974,71,71,185,78,Right,1,45,3.8,15,68,Fair
189300,72,72,171,64,Right,3,1.900.000,11,72,56,Fair
242251,55,66,196,80,Right,1,220,1.3,28,59,Fair
199750,66,66,172,64,Right,3,775,4,66,51,Good
257403,53,67,178,70,Right,2,200,1.3,50,48,Good
247950,67,79,179,75,Right,2,2.200.000,2.4,61,69,Good
241187,72,82,185,75,Right,2,4.300.000,4.4,70,73,Fair
234087,63,74,167,60,Left,3,900,2.1,65,55,Good
190822,64,66,201,102,Right,1,475,1.3,14,64,Fair
232850,63,69,185,80,Right,2,650,1.7,53,82,Fair
255594,65,78,170,61,Right,3,1.500.000,1.3,70,46,Good
252251,54,64,179,82,Right,2,210,1.3,50,67,Good
250796,63,63,175,78,Right,2,425,3.3,73,60,Good
257053,53,65,185,76,Right,2,200,1.3,58,58,Good
236540,59,69,183,74,Left,2,450,1.3,62,70,Good
244385,74,78,196,93,Right,1,4.000.000,10.5,15,73,Fair
225696,74,77,176,75,Left,3,4.900.000,11,76,71,Good
250846,57,60,182,79,Right,3,200,3.3,60,77,Good
237582,70,72,173,73,Left,3,1.600.000,4.7,65,70,Good
230247,68,68,186,81,Right,2,1.100.000,6.4,67,78,Good
251754,65,71,191,79,Right,2,900,2.1,57,77,Good
239965,58,75,188,80,Left,2,500,4.2,59,76,Good
245347,61,73,189,84,Right,2,675,1.3,42,74,Fair
242482,62,70,173,72,Right,2,775,2,57,59,Fair
163670,66,66,181,79,Left,2,250,1.5,66,75,Good
214718,71,72,170,68,Right,3,2.000.000,7.8,72,64,Good
221456,69,75,189,81,Right,2,1.800.000,3.1,53,72,Good
253293,71,78,172,70,Right,3,3.400.000,8.2,72,69,Good
254556,57,78,189,74,Right,2,475,1.3,61,66,Fair
233892,63,77,185,71,Right,3,1.100.000,2.2,62,75,Good
248575,61,73,180,67,Right,2,725,1.7,67,48,Good
192665,74,74,195,85,Right,1,1.300.000,17,14,74,Fair
205559,68,68,173,74,Right,3,1.100.000,6.2,68,80,Good
233938,60,73,180,70,Right,2,550,1.3,62,57,Good
238227,77,85,175,69,Right,3,21.000.000,19.5,78,60,Excellent
245717,62,71,182,74,Right,3,775,1.9,63,65,Good
258826,65,81,179,68,Right,2,1.500.000,1.3,68,65,Good
224204,64,72,191,87,Right,1,1.000.000,1.3,23,72,Fair
208691,63,68,175,61,Right,3,650,1.3,63,68,Good
242528,65,76,174,68,Right,2,1.400.000,3.6,67,67,Good
237428,61,64,177,68,Right,2,375,1.3,61,64,Good
248125,58,74,186,80,Left,2,450,1.3,40,66,Fair
177633,79,79,172,68,Right,3,10.000.000,32,83,68,Excellent
229436,65,73,185,83,Right,2,1.300.000,2.6,56,78,Fair
172962,78,78,177,77,Right,4,12.500.000,18.5,81,68,Good
236393,74,79,183,70,Right,3,6.000.000,22,76,65,Good
257680,48,48,182,78,Right,2,30,1.6,48,60,Fair
258575,64,71,192,85,Right,2,1.000.000,2.2,58,82,Fair
244556,54,69,180,71,Right,2,220,1.3,52,68,Fair
240846,68,77,183,83,Right,3,2.400.000,3.9,65,71,Good
255347,50,57,183,79,Right,2,80,1.3,43,62,Good
235946,59,70,178,73,Right,2,450,1.3,58,60,Good
176472,62,62,191,84,Left,2,60,1.8,47,76,Good
53739,70,70,193,83,Right,1,35,20,34,71,Fair
231006,57,66,187,81,Right,2,325,1.3,59,69,Good
244106,63,76,181,67,Right,2,1.100.000,1.4,67,42,Good
213874,77,77,177,75,Right,3,9.500.000,55,78,69,Excellent
258125,62,81,188,75,Left,2,850,1.3,67,58,Good
199479,64,64,191,86,Right,2,450,1.3,58,85,Fair
199183,74,74,176,72,Left,4,3.700.000,9.9,74,65,Good
243339,65,70,180,77,Right,3,900,2.2,63,64,Good
223938,69,71,171,70,Right,4,1.600.000,5.3,70,68,Good
188268,78,78,169,67,Right,4,10.000.000,21.5,78,49,Good
236239,63,74,189,84,Right,1,825,6.1,23,48,Fair
203177,77,77,183,78,Right,3,9.000.000,22,74,80,Good
255717,56,59,187,84,Right,1,130,1.7,14,59,Fair
248826,58,64,185,75,Right,1,220,1.3,13,41,Fair
134744,76,76,187,83,Right,2,1.300.000,32,72,80,Good
255202,61,61,188,70,Right,2,190,2.3,51,70,Fair
228732,69,78,191,74,Right,2,2.600.000,9.9,59,90,Fair
234711,76,83,175,70,Right,4,13.500.000,31,80,49,Excellent
173735,70,70,175,75,Left,2,1.100.000,23,71,62,Good
193561,71,71,178,70,Right,3,1.400.000,4.7,70,69,Good
225100,83,88,188,77,Right,3,44.500.000,85,73,83,Fair
258430,54,67,162,55,Left,2,220,1.3,55,25,Fair
254940,56,64,168,64,Right,2,300,2.1,62,46,Good
233484,70,78,175,74,Right,2,3.200.000,3.1,71,74,Good
234341,63,73,193,79,Right,1,825,2.7,16,59,Fair
255652,58,73,176,62,Right,2,425,1.3,55,58,Good
237994,69,77,156,58,Right,4,2.800.000,7.6,72,37,Good
228698,73,80,182,76,Right,3,5.500.000,11,75,72,Excellent
236686,59,67,183,75,Right,2,425,1.3,53,64,Good
239573,60,64,184,84,Right,1,250,1.4,14,53,Fair
212623,76,80,181,77,Right,3,10.000.000,19.5,77,71,Excellent
242894,62,64,185,81,Right,2,375,1.3,58,77,Good
225550,66,74,165,62,Left,3,1.700.000,6.3,71,31,Fair
164859,76,76,176,68,Right,3,5.500.000,60,77,55,Good
240000,61,73,183,76,Left,3,725,1.3,64,57,Good
229123,64,70,177,80,Right,3,825,2.5,63,59,Good
177326,79,79,167,58,Right,3,6.500.000,14.5,82,37,Excellent
219595,68,71,172,70,Left,3,1.400.000,5.3,63,50,Good
230302,71,71,177,71,Right,3,1.700.000,9.4,77,60,Excellent
251611,71,74,186,80,Right,2,2.200.000,14,71,87,Good
202789,79,81,190,84,Right,1,13.500.000,35,22,67,Fair
192370,69,69,176,70,Right,3,1.000.000,6.6,72,60,Excellent
259221,69,69,186,75,Right,2,1.100.000,6.2,70,68,Good
226686,68,74,185,82,Right,2,1.600.000,1.4,66,78,Good
247395,58,68,191,86,Right,2,375,1.3,51,74,Fair
248060,70,82,180,65,Right,3,3.400.000,12.5,69,52,Good
232295,64,64,187,84,Right,2,450,2.1,54,78,Fair
254043,62,62,168,63,Left,2,350,2.9,58,45,Good
207421,78,81,172,67,Right,4,16.500.000,49,79,60,Excellent
231840,63,71,175,69,Right,2,1.000.000,3.6,64,53,Good
242197,58,70,192,88,Right,2,450,1.3,58,84,Good
245652,66,73,195,90,Right,2,1.600.000,3.3,62,90,Good
244940,67,72,184,81,Left,2,1.300.000,3.5,63,76,Good
232000,68,74,173,63,Right,3,1.700.000,4.8,71,47,Good
184461,68,68,183,82,Right,2,200,2.3,59,81,Good
178616,71,71,183,78,Left,3,1.300.000,6.5,73,71,Good
214562,71,71,183,80,Right,3,1.400.000,11,65,75,Good
242302,59,70,178,73,Right,2,450,1.3,64,59,Good
257803,59,74,189,87,Right,3,475,1.3,56,78,Fair
177019,75,75,182,73,Right,2,3.200.000,17.5,69,71,Fair
256711,63,72,185,71,Right,3,1.000.000,1.3,64,71,Good
219700,64,66,186,81,Right,3,650,2.1,65,64,Good
255994,65,69,189,91,Right,1,700,2.7,13,60,Fair
253143,65,72,183,78,Right,3,1.300.000,1.8,67,65,Good
220894,63,72,173,76,Right,3,1.000.000,1.8,63,57,Good
247550,56,63,178,70,Left,2,250,1.3,51,54,Fair
242752,69,82,178,70,Right,2,2.900.000,9.4,67,69,Fair
214132,76,76,165,68,Right,4,6.500.000,8.5,76,67,Good
245097,65,79,177,74,Left,3,1.500.000,3.1,70,49,Good
208111,69,72,186,77,Right,2,1.500.000,2.6,62,72,Fair
223241,72,72,178,81,Left,3,2.100.000,11,73,81,Good
224584,68,68,165,64,Left,3,1.200.000,4,70,43,Good
243840,63,79,178,75,Right,2,1.100.000,4.2,64,58,Fair
236940,62,71,185,75,Right,2,800,6.7,64,62,Good
256341,60,80,177,72,Right,2,600,1.3,64,55,Good
200521,70,70,178,66,Left,4,1.400.000,16,72,52,Good
142707,78,78,174,74,Right,4,4.300.000,16,80,76,Excellent
194932,77,77,178,73,Left,4,9.500.000,49,80,61,Excellent
252302,61,80,175,69,Left,2,750,5,61,56,Good
190971,75,75,180,70,Right,2,1.700.000,7.1,74,76,Good
215689,76,81,190,85,Left,3,10.000.000,49,80,92,Good
246711,61,66,164,65,Right,3,450,1.4,60,33,Good
210171,69,69,182,79,Right,3,1.300.000,12.5,70,72,Good
204098,64,67,173,74,Left,4,700,2.2,69,70,Good
176608,71,71,173,70,Left,3,1.400.000,9.9,72,60,Good
233241,65,71,190,78,Right,3,900,2.2,63,72,Good
255097,62,70,178,74,Right,2,750,1.8,59,71,Fair
220197,63,73,185,72,Left,2,900,4.9,63,74,Good
210521,67,67,185,80,Right,2,900,6.3,63,78,Good
246341,65,67,177,70,Left,3,725,1.3,61,68,Good
208812,65,67,178,77,Left,4,725,4.3,61,65,Good
243143,54,66,172,71,Right,2,220,1.3,46,62,Good
225395,67,75,193,78,Right,1,1.800.000,4.1,19,64,Fair
257550,59,62,181,75,Right,1,,,16,46,Fair
236043,67,76,178,73,Right,3,2.000.000,2.2,67,64,Good
188012,59,59,180,70,Right,2,130,2.2,58,70,Fair
231786,76,79,186,82,Right,3,9.000.000,13,76,81,Good
225680,71,71,190,84,Right,2,1.400.000,8.4,61,92,Fair
243456,65,71,178,77,Right,2,1.000.000,2,65,71,Good
244393,68,79,181,74,Right,3,2.400.000,13.5,75,59,Good
236556,69,77,183,75,Right,3,2.700.000,6.9,70,78,Good
251892,63,70,194,88,Right,2,875,1.7,63,85,Good
255078,65,67,175,70,Right,2,700,1.3,63,67,Fair
250780,63,70,190,66,Left,2,800,1.8,50,80,Fair
252247,62,68,180,76,Right,2,550,2.7,61,57,Good
246654,51,67,186,73,Right,2,130,1.3,36,56,Fair
244669,66,75,185,78,Right,2,1.700.000,2.4,68,74,Good
241191,65,68,185,77,Right,2,850,2,67,74,Good
247946,62,67,187,78,Right,2,475,1.4,39,74,Fair
222515,76,76,183,77,Right,4,7.000.000,20.5,75,71,Good
255428,62,64,177,77,Right,1,300,2.2,11,50,Fair
257415,64,69,180,70,Right,3,775,2.2,62,52,Good
253905,64,81,172,70,Right,3,1.300.000,2.9,61,67,Good
218054,67,69,177,77,Right,3,1.200.000,2.9,67,69,Good
204077,78,81,188,83,Right,3,17.000.000,43,83,82,Excellent
224838,68,75,189,74,Right,2,2.000.000,2.2,64,76,Good
239709,64,71,173,74,Right,2,1.100.000,4.8,62,64,Good
226805,66,67,201,95,Right,2,725,2.2,59,88,Fair
165531,74,74,178,71,Right,3,2.300.000,14.5,76,72,Excellent
237347,61,70,170,68,Left,2,625,1.3,58,60,Fair
230482,73,73,169,66,Right,4,3.100.000,17.5,74,45,Good
257946,55,62,173,68,Right,2,220,1.3,47,38,Fair
254669,60,67,171,68,Right,2,400,1.6,56,63,Fair
229359,76,76,175,74,Right,3,4.900.000,19,72,74,Good
251191,67,70,172,70,Right,3,1.200.000,2.3,69,46,Good
230178,69,69,178,78,Left,2,1.200.000,5.8,60,72,Good
213618,65,65,173,74,Right,3,625,4.2,66,79,Good
186519,72,72,185,78,Right,2,1.700.000,16.5,63,82,Good
247045,74,74,170,67,Right,4,3.800.000,15.5,77,44,Excellent
241938,60,68,178,65,Left,2,500,3.7,64,57,Good
202459,65,66,175,75,Left,3,750,2.6,68,65,Good
254239,53,66,177,73,Left,3,200,1.3,58,52,Fair
232515,65,66,178,78,Left,3,675,3.6,63,78,Good
230528,75,75,188,84,Right,2,4.900.000,8.1,62,83,Good
170733,78,78,179,65,Right,3,8.000.000,34,78,52,Good
245428,70,77,178,73,Left,2,2.700.000,9.4,70,56,Fair
203161,70,72,193,90,Right,2,1.500.000,11.5,48,90,Fair
219995,68,74,180,70,Right,3,1.700.000,5.8,75,54,Good
228231,72,72,184,89,Right,1,1.100.000,8.3,20,80,Fair
241312,61,67,183,75,Right,2,475,2,54,73,Good
199195,68,68,168,67,Right,3,400,9.4,68,63,Good
225403,76,81,176,67,Left,4,10.500.000,27,78,64,Excellent
258133,62,67,186,76,Right,1,425,2,16,46,Fair
244110,70,71,182,80,Right,4,1.700.000,4,71,70,Good
217088,64,64,185,80,Right,2,180,2.9,59,67,Good
193062,71,71,186,82,Left,3,1.600.000,10.5,76,74,Good
234642,79,81,197,86,Right,1,13.500.000,65,11,72,Fair
229973,66,72,188,81,Right,3,1.300.000,6,70,70,Good
255351,63,79,178,76,Right,2,1.100.000,1.5,67,59,Good
252494,56,75,184,76,Right,2,325,1.3,54,58,Good
235950,68,69,180,78,Right,2,1.300.000,6.7,68,74,Good
150106,68,68,184,79,Right,2,300,4,58,78,Good
109493,67,67,191,88,Right,1,20,1.9,33,62,Fair
173666,64,64,178,73,Right,3,425,3,65,63,Good
256984,52,63,185,79,Right,2,140,1.3,29,63,Fair
202770,65,67,191,96,Right,1,575,4.8,23,38,Fair
203862,69,71,176,77,Right,2,1.300.000,4.6,66,68,Good
198784,79,80,175,70,Right,4,18.500.000,80,84,70,Excellent
216699,63,70,180,70,Right,3,850,1.4,70,58,Good
230601,65,71,193,85,Right,3,1.000.000,1.5,66,76,Good
231913,71,75,179,71,Right,3,2.200.000,3.9,68,62,Good
251312,53,65,185,71,Left,2,190,1.3,39,63,Fair
248563,50,68,190,75,Left,2,100,1.3,33,72,Fair
253285,55,73,180,76,Right,2,300,1.3,60,63,Good
254540,52,73,185,77,Right,2,220,1.3,44,57,Fair
233884,69,77,184,76,Right,2,2.600.000,2.6,68,75,Good
226385,74,76,173,70,Right,3,4.900.000,6.8,73,60,Good
247696,68,72,175,70,Left,2,1.300.000,5.6,65,73,Good
164459,73,73,178,70,Right,3,1.100.000,4.9,73,62,Excellent
242494,70,75,191,92,Right,2,2.200.000,4.9,62,86,Good
225950,69,72,182,70,Left,3,1.600.000,4.5,74,61,Excellent
239973,59,62,190,82,Right,1,190,2.1,14,49,Fair
256087,58,80,180,76,Right,2,550,1.3,58,57,Fair
251742,64,64,195,84,Right,1,,,25,71,Fair
237594,65,73,195,89,Right,2,1.300.000,1.8,46,76,Fair
230251,79,79,188,88,Right,2,15.500.000,16.5,74,82,Excellent
248099,66,67,175,68,Left,3,900,2.7,68,58,Good
244956,61,75,175,74,Left,3,725,1.8,59,61,Good
258975,60,73,185,73,Right,2,550,1.3,55,70,Good
211019,60,61,180,73,Right,3,250,1.3,64,54,Good
247679,64,77,184,73,Right,3,1.300.000,1.3,64,67,Good
237081,60,67,185,84,Right,1,375,1.4,11,68,Fair
231856,74,81,174,69,Right,3,7.000.000,16,72,53,Good
254055,70,71,170,76,Left,2,1.500.000,7.8,68,70,Good
256068,60,70,183,75,Left,2,475,1.9,60,59,Fair
172098,73,73,180,78,Left,3,1.000.000,11.5,73,76,Good
216226,62,63,182,76,Left,2,350,1.7,61,76,Good
240446,64,65,189,75,Left,2,500,8.1,38,80,Fair
259237,59,74,179,68,Left,2,475,1.3,59,44,Good
251607,58,68,177,72,Right,3,400,1.3,59,63,Good
192366,79,79,183,81,Right,2,10.500.000,14,66,78,Good
230314,69,69,191,82,Right,1,900,11,21,67,Fair
232329,69,75,190,79,Left,3,2.000.000,6.2,69,76,Good
248426,57,72,182,73,Right,2,350,1.3,62,65,Good
229135,62,69,190,70,Right,1,600,1.3,16,55,Fair
256438,50,66,186,74,Right,2,100,1.3,29,70,Fair
208668,67,71,185,80,Right,3,1.300.000,2.2,71,69,Excellent
236690,75,75,190,93,Right,2,4.200.000,18.5,58,93,Good
158023,93,93,170,72,Left,4,93.000.000,500,96,69,Excellent
173373,80,80,192,86,Right,1,6.500.000,75,40,75,Fair
257383,61,64,186,92,Right,2,400,1.9,60,78,Good
257679,56,73,184,75,Left,2,325,1.3,42,65,Fair
201019,65,65,179,71,Left,3,550,1.8,67,66,Good
254956,60,60,176,75,Right,2,220,2.5,66,53,Good
246592,59,73,180,78,Right,2,500,2.7,63,48,Good
221856,61,62,188,80,Right,3,325,2.1,62,75,Good
156894,65,65,185,69,Right,3,250,1.7,65,74,Good
246438,68,68,175,69,Right,3,1.100.000,4.1,69,64,Good
225116,78,87,190,83,Left,1,24.500.000,32,22,65,Fair
258426,61,66,186,80,Right,2,375,1.3,48,77,Fair
231505,58,61,174,69,Right,2,250,1.3,64,48,Good
235815,66,77,185,76,Right,2,1.600.000,2.7,56,62,Good
257229,72,73,180,76,Right,2,2.200.000,7.3,68,72,Good
220314,69,69,193,87,Right,1,825,3,17,80,Fair
240915,70,81,185,79,Left,2,3.000.000,35,70,61,Good
222329,66,71,174,60,Right,3,1.200.000,2.5,63,60,Good
241607,71,82,178,68,Right,3,3.600.000,8.5,73,70,Good
209757,62,62,187,84,Right,1,180,1.3,24,59,Fair
145996,69,69,176,73,Right,3,250,2.9,65,75,Good
257507,59,77,185,73,Right,2,525,1.3,62,45,Good
234029,67,67,186,80,Left,3,900,4.9,66,71,Good
233216,64,70,190,89,Right,2,850,1.9,64,78,Good
258308,67,75,180,67,Right,2,2.000.000,4,42,44,Fair
246316,67,71,165,66,Right,3,1.300.000,2,68,56,Good
198946,77,77,180,75,Right,3,6.500.000,65,69,65,Good
243544,63,72,170,72,Right,3,1.000.000,1.3,62,49,Good
236444,55,66,179,67,Right,2,250,1.3,55,64,Fair
255490,60,66,187,80,Right,2,350,2.3,70,66,Good
230969,70,71,182,65,Right,4,1.700.000,7.7,70,52,Good
210126,71,71,172,66,Right,3,1.600.000,5.5,72,58,Excellent
258758,57,74,188,77,Left,2,375,4,58,67,Good
247854,70,80,181,79,Right,2,3.200.000,8.5,70,83,Good
