id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
213061,68,1,1069,11.359,180,Right,Medium,80,68,68,67
261437,59,1,1033,10.272,73 in,Right,Medium,58,26,22,32
214318,67,1,1086,10.815,180,Left,Medium,78,65,65,68
263573,63,1,1078,10.815,74 in,Right,Low,68,27,22,50
256695,68,1,1078,13.534,182,Right,High,74,49,51,65
152536,69,1,1033,19.514,175,Left,Low,49,68,59,66
227530,70,1,1078,14.077,178,Right,Low,63,38,35,59
214840,64,1,1044,10.272,182,Right,Medium,53,42,44,53
264545,59,1,1033,10,70 in,Right,Medium,63,53,53,58
255154,68,1,1187,11.903,178,Right,Medium,73,37,37,65
211617,66,1,1058,10.815,73 in,Right,Medium,67,61,63,66
227599,63,1,1049,10.272,182,Left,High,71,62,62,66
238194,73,1,1504,48.326,69 in,Right,High,80,73,73,75
232593,70,1,1122,14.077,73 in,Right,Medium,80,69,70,69
215965,72,1,1223,18.426,187,Left,Medium,82,73,76,65
260828,62,1,1067,11.359,172,Right,Medium,67,58,61,65
230830,66,1,1062,12.99,76 in,Left,Medium,33,71,73,62
261618,58,1,1014,11.359,73 in,Right,Medium,62,58,62,51
212253,75,1,1396,16.795,189,Right,High,72,55,48,66
255305,61,1,1060,10.272,72 in,Right,Medium,78,56,57,62
237248,72,1,1396,15.708,178,Right,High,77,67,77,75
216815,66,1,1069,11.359,191,Right,Medium,50,29,24,42
225475,75,1,1468,24.406,188,Right,High,65,69,63,73
220019,67,1,1093,12.446,71 in,Right,Medium,84,63,64,66
261288,56,1,1022,10,67 in,Right,Medium,63,46,47,56
224724,67,1,1071,12.99,180,Right,Medium,80,60,59,71
194937,63,1,1028,10.815,75 in,Left,Medium,53,33,27,51
264576,52,1,1013,10.054,75 in,Right,Medium,64,35,32,45
260417,65,1,1071,11.359,184,Right,Low,61,34,33,31
171018,72,2,1057,16.795,74 in,Right,Medium,41,65,60,60
254383,63,1,1033,10,173,Right,Medium,62,54,57,71
248023,65,1,1042,10.815,72 in,Left,Medium,53,48,43,57
247203,69,1,1093,10,72 in,Left,High,84,44,35,65
258984,60,1,1039,10.815,73 in,Left,Medium,68,45,41,62
256107,66,1,1093,10.815,180,Right,High,74,43,39,58
262341,57,1,1026,10,180,Right,Medium,66,26,24,47
229087,63,1,1048,10.272,188,Right,Medium,68,39,35,59
225531,65,1,1067,10.815,74 in,Left,Medium,61,46,35,53
263370,63,1,1093,10,172,Left,High,64,32,27,66
245126,62,1,1060,10.272,177,Left,Medium,79,32,29,60
200981,66,1,1060,10.815,184,Right,High,81,63,64,71
246454,61,1,1053,12.99,76 in,Left,Medium,72,27,25,40
262677,60,1,1011,10.163,72 in,Right,Medium,54,35,39,30
258642,61,1,1053,10.272,184,Right,Low,62,31,24,33
256503,64,1,1100,10.815,167,Left,Medium,74,61,64,66
242686,65,1,1071,10.815,71 in,Right,Medium,67,64,63,65
244486,67,1,1107,12.446,175,Right,Medium,85,58,61,70
244963,71,1,1179,11.903,76 in,Left,Medium,62,28,21,46
214990,70,1,1100,15.165,172,Right,High,91,58,59,63
245169,57,1,1024,10,66 in,Left,Medium,75,41,36,49
229764,75,1,1648,22.232,71 in,Left,High,82,71,70,78
254447,64,1,1055,10,170,Right,High,65,67,67,65
260815,66,1,1136,10.245,181,Right,Medium,69,40,33,61
184703,77,1,1302,20.057,166,Left,High,62,73,65,77
262552,53,1,1014,10.19,164,Right,Medium,75,30,25,50
192505,88,4,7747,151.073,191,Left,Medium,84,87,92,83
223095,64,1,1049,10.815,67 in,Right,High,69,61,63,72
239575,70,1,1158,15.165,195,Right,Medium,49,33,24,43
213301,70,1,1158,16.795,168,Right,High,86,63,66,70
201343,74,1,1194,16.252,76 in,Right,Low,55,34,24,30
226601,76,1,1432,22.775,74 in,Left,Medium,63,31,26,39
232498,76,1,1576,20.601,169,Left,High,86,74,76,75
204826,66,1,1049,10.815,197,Right,Low,42,38,22,35
229699,72,1,1338,24.406,177,Right,Medium,73,67,67,74
198657,78,1,1901,21.144,170,Right,High,79,60,55,73
262859,65,1,1122,10.136,191,Left,High,67,34,26,58
210484,69,1,1114,15.165,175,Left,Medium,70,64,64,68
216605,73,1,1201,21.688,70 in,Right,High,84,51,42,59
212231,69,1,1100,20.601,188,Right,Medium,59,30,22,54
257502,65,1,1100,10.815,183,Left,High,74,55,51,63
259419,61,1,1071,10.815,70 in,Right,Medium,58,50,50,65
182473,71,1,1093,17.339,185,Left,High,81,55,52,65
235537,67,1,1179,12.446,70 in,Right,High,67,67,65,62
263501,60,1,1039,10.272,180,Right,Medium,61,49,42,55
245737,59,1,1024,10.815,176,Right,Medium,76,26,25,57
162053,64,1,1010,11.359,73 in,Right,Medium,49,26,23,51
259052,57,1,1026,10,74 in,Right,Low,60,38,43,55
263580,56,1,1024,10.136,69 in,Right,Medium,79,55,56,60
250996,59,1,1035,10.082,76 in,Right,Medium,64,57,60,51
261293,55,1,1028,10,71 in,Right,High,72,53,55,56
231588,72,1,1252,17.339,174,Right,Medium,77,36,36,68
260839,67,1,1100,10,72 in,Left,Medium,77,47,38,64
259594,60,1,1037,10,180,Right,Medium,61,40,35,52
243537,62,1,1062,10.272,76 in,Right,Medium,66,61,66,64
264538,57,1,1028,10,73 in,Right,Medium,61,33,31,41
262689,62,1,1037,10.272,182,Right,Medium,68,34,29,42
260382,60,1,1022,13.534,72 in,Right,Medium,64,44,34,61
257261,56,1,1022,10.272,70 in,Right,Medium,63,36,35,52
229469,76,1,1540,23.319,163,Right,High,85,68,75,78
242732,61,1,1058,11.359,75 in,Right,Medium,59,46,43,63
253569,68,1,1129,10,180,Right,Medium,72,66,69,66
262665,58,1,1031,10,186,Right,Medium,55,24,20,26
246321,70,1,1172,13.534,68 in,Right,High,89,72,71,66
252371,79,2,3669,21.144,73 in,Right,High,75,69,69,80
258343,71,1,1295,10.027,72 in,Right,Medium,73,65,63,71
251517,75,1,1901,24.406,185,Left,High,83,54,42,73
263628,61,1,1049,10,186,Left,Medium,67,34,25,33
233941,64,1,1093,12.99,178,Left,Medium,76,64,66,68
253749,54,1,1015,10.815,69 in,Right,High,79,54,58,49
224021,68,1,1136,24.95,70 in,Left,Medium,78,61,64,71
225775,70,1,1172,16.795,185,Left,High,75,35,33,66
213092,71,1,1143,12.446,171,Right,Low,55,38,31,56
248306,60,1,1010,10,178,Right,High,60,48,46,50
263939,54,1,1017,10,69 in,Right,Medium,65,37,33,50
234781,69,1,1093,11.903,188,Left,Medium,44,36,36,46
230322,72,1,1172,14.077,74 in,Right,Medium,73,50,51,65
236196,64,1,1040,12.99,181,Right,Medium,71,62,58,66
216299,63,1,1040,10.815,71 in,Right,High,67,49,44,63
223355,66,1,1042,11.903,69 in,Right,Medium,68,65,55,67
247476,66,1,1086,10.815,71 in,Right,Medium,65,60,58,65
239418,63,1,1078,10.815,76 in,Right,Medium,70,61,63,65
210206,60,1,1015,11.359,64 in,Right,Medium,77,30,24,53
176599,67,1,1024,10,180,Left,Medium,49,70,73,61
230412,64,1,1040,11.903,70 in,Right,Medium,63,35,24,45
262237,62,1,1062,10.19,72 in,Right,Medium,58,31,25,42
213094,61,1,,,181,Right,Medium,74,47,54,61
169588,80,2,1721,61.373,188,Right,Medium,52,32,28,51
194925,66,1,1060,11.359,72 in,Right,Medium,61,67,67,61
217699,76,3,1345,40.715,188,Right,High,47,76,77,70
240017,72,1,1396,18.426,74 in,Left,Medium,81,70,68,77
260340,63,1,1093,10.815,72 in,Right,High,80,62,61,65
242330,66,1,1049,10,174,Right,High,65,68,71,62
254640,57,1,1026,10.815,71 in,Right,Medium,54,30,29,40
214280,68,1,1114,11.903,69 in,Left,Medium,82,50,47,56
229582,80,2,2911,37.997,75 in,Right,Medium,61,45,48,51
203795,68,1,1055,10.815,185,Left,Low,43,28,24,43
229557,65,1,1062,10.054,168,Left,Medium,77,41,36,63
233705,70,1,1172,17.883,184,Right,High,67,55,55,63
243894,69,1,1114,12.99,70 in,Right,High,65,61,64,73
255072,62,1,1069,11.903,71 in,Right,High,74,58,61,69
164240,85,4,1685,66.81,183,Right,Medium,53,54,40,67
192537,72,1,1165,17.339,178,Left,High,76,70,69,75
241694,59,1,1035,10,70 in,Right,Medium,74,61,65,67
183285,75,3,1273,21.688,187,Left,Medium,47,33,23,50
205869,73,2,1230,14.621,68 in,Right,Medium,84,63,63,74
240481,66,1,1129,11.903,180,Right,Medium,55,41,38,57
220422,64,1,1040,12.446,68 in,Right,Medium,83,59,62,63
241342,56,1,1010,11.359,179,Right,Medium,72,52,55,61
203890,80,2,2334,40.172,71 in,Right,High,79,55,44,74
227591,75,1,1396,22.775,178,Right,High,87,79,83,75
184990,69,1,1051,11.903,69 in,Right,High,80,59,59,67
256268,70,1,1273,25.494,75 in,Right,Medium,75,68,73,72
199823,82,1,3200,33.104,179,Right,Medium,68,74,73,83
203547,70,1,1093,14.077,72 in,Right,Medium,58,62,56,68
263029,66,1,1078,10.815,188,Left,Low,60,47,45,55
251834,63,1,1078,10,170,Left,High,75,45,45,57
215750,69,1,1078,10.082,70 in,Right,Medium,65,68,67,71
200895,65,1,1049,12.99,182,Left,Medium,68,63,62,64
204082,78,2,1973,40.172,76 in,Left,Medium,59,39,39,64
205391,76,1,1612,17.339,74 in,Right,Medium,66,59,48,80
237997,74,1,1468,28.212,174,Right,Medium,92,59,65,80
156464,65,1,1013,10.815,75 in,Left,Medium,31,35,35,37
211786,68,1,1086,11.359,174,Right,Medium,80,60,60,74
228829,70,1,1093,16.252,193,Right,Low,57,24,21,33
260295,65,1,1093,11.359,191,Right,Medium,73,28,20,46
229225,64,1,1055,10.815,193,Left,Medium,85,61,63,60
238657,67,1,1030,10.815,187,Right,High,73,67,66,59
261280,58,1,1031,10,186,Right,Medium,55,23,18,35
214700,66,1,1057,10.272,177,Right,Medium,61,41,34,51
246802,64,1,1051,11.359,71 in,Right,Medium,73,58,51,64
203782,71,1,1129,14.621,68 in,Right,Medium,78,62,58,78
258302,56,1,1022,10.272,70 in,Right,Medium,63,38,35,52
258216,63,1,1086,11.359,74 in,Right,Medium,49,63,66,54
220023,60,1,1017,11.359,186,Left,Low,54,38,33,49
244515,62,1,1067,10.815,67 in,Left,High,84,40,38,57
264110,63,1,1086,11.359,172,Right,High,81,57,60,66
255471,65,1,1078,10.815,183,Right,Medium,66,57,56,66
201223,72,1,1143,16.252,179,Right,Medium,77,63,58,72
231222,65,1,1066,11.359,185,Left,Medium,63,56,48,66
252943,69,1,1237,11.903,68 in,Right,Medium,70,62,61,67
209610,70,1,1069,16.252,166,Right,Medium,70,53,40,59
251337,67,1,1071,11.359,177,Right,Medium,69,36,36,37
203331,65,1,1051,11.359,178,Right,Medium,84,51,52,64
251408,72,1,1165,10.19,74 in,Right,Medium,63,76,82,67
212772,73,1,1143,20.601,186,Right,Medium,49,47,48,49
203315,68,1,1086,14.077,183,Right,Medium,85,55,53,66
237393,65,1,1114,10.815,172,Right,Medium,65,60,63,69
215135,75,1,1129,18.97,181,Right,High,66,45,45,57
237747,66,1,1060,10.815,71 in,Right,Medium,66,64,66,69
229857,80,1,2984,61.373,168,Right,Medium,67,60,49,79
222644,71,1,1143,12.99,178,Right,High,75,69,70,74
243514,66,1,1129,12.446,181,Left,Medium,73,44,49,62
199908,65,1,1051,11.359,188,Right,High,79,61,64,61
251301,57,1,1028,11.359,182,Right,Medium,52,47,43,58
258766,67,1,1172,10.815,70 in,Left,Medium,76,33,30,62
204785,65,1,1064,11.359,75 in,Left,Medium,64,63,64,63
194248,64,1,1012,10.217,173,Right,Medium,32,59,59,66
261554,61,1,1048,10,175,Left,High,67,56,55,60
233169,72,1,1165,14.621,70 in,Right,High,78,61,58,67
246047,65,1,1129,10.272,183,Right,Medium,67,44,46,58
231897,65,1,1058,10.163,71 in,Right,Medium,77,55,53,64
227288,62,1,1040,11.903,180,Left,Medium,67,62,58,62
260105,67,1,1165,15.165,191,Right,Medium,69,30,20,50
256746,61,1,1055,10.272,74 in,Left,High,69,60,60,64
236551,65,1,1107,10.815,71 in,Right,High,70,38,34,56
152912,75,1,,16.795,182,Right,High,51,79,81,67
262932,68,1,1093,12.446,178,Right,Medium,86,62,59,75
239800,66,1,1143,15.165,174,Right,Medium,72,33,32,60
207809,63,1,1022,10.272,185,Right,Low,53,37,30,55
259577,56,1,1022,10.815,168,Right,Medium,59,45,34,59
262674,62,1,1062,10.082,171,Right,Medium,58,64,66,65
264348,73,1,1288,10.272,71 in,Right,High,85,74,76,74
233098,67,1,1143,12.446,181,Right,High,82,46,45,67
210644,71,1,1158,21.688,182,Right,High,74,68,70,70
248049,66,1,1150,11.903,176,Right,Medium,81,58,60,67
189332,86,3,4391,118.455,67 in,Left,High,86,69,73,81
260256,64,1,1055,10,172,Right,Medium,62,43,33,44
233994,72,1,1172,13.534,72 in,Right,Low,66,30,24,60
261520,58,1,1037,10.272,185,Right,Medium,62,49,41,63
256515,50,1,1007,10.054,67 in,Right,Medium,58,25,25,51
256769,75,1,1829,20.057,173,Left,High,74,55,52,73
211499,65,1,1044,10.272,178,Left,High,71,48,48,59
201271,68,1,1086,12.99,70 in,Right,Medium,83,63,63,68
139860,72,2,1030,14.621,68 in,Left,Low,50,44,36,51
240201,68,1,1194,11.903,70 in,Left,Medium,69,61,59,68
194431,68,1,1078,14.621,72 in,Left,High,72,50,40,66
199813,76,1,1468,15.708,183,Right,Medium,64,57,51,58
239735,59,1,1033,10.272,184,Right,Medium,68,49,52,60
240455,53,1,1015,10.272,185,Right,Medium,58,25,24,35
229336,70,1,1230,16.252,188,Right,Medium,60,68,66,62
251901,71,1,1172,12.99,193,Right,Medium,56,45,42,64
224483,68,1,1093,13.534,186,Right,High,70,61,60,71
247933,69,1,1244,11.359,180,Right,Medium,81,57,67,72
229659,75,1,1612,17.339,183,Right,High,66,68,68,72
199254,80,1,2514,34.735,184,Right,High,72,78,82,81
200223,75,1,1432,18.426,175,Right,Medium,68,69,65,75
258609,62,1,1060,10.217,71 in,Right,Medium,64,33,29,56
220915,69,1,1143,14.621,72 in,Right,High,74,69,72,66
205988,84,2,4499,85.837,71 in,Left,High,79,54,44,80
209744,76,2,1360,18.97,173,Left,High,83,51,44,75
232810,70,1,1129,13.534,67 in,Right,Medium,72,44,39,55
205361,62,1,1030,10.815,180,Right,Medium,65,53,51,58
252524,62,1,1060,10.272,73 in,Right,Medium,59,33,25,52
225748,75,1,1829,24.95,177,Right,High,72,68,71,77
244390,70,1,1114,14.621,74 in,Right,High,76,72,72,73
242664,76,1,1829,28.212,71 in,Right,High,81,66,68,78
189560,79,2,1612,28.212,190,Right,Medium,33,70,67,69
232567,63,1,1022,10.272,71 in,Left,Medium,44,24,18,36
179789,77,2,1360,37.454,72 in,Right,Medium,50,37,25,42
261764,62,1,1028,10,72 in,Right,Medium,60,62,63,44
253250,66,1,1136,10.815,69 in,Right,High,79,62,66,72
262578,72,1,1360,10,189,Right,Medium,65,29,25,32
221312,70,1,1129,14.077,71 in,Left,Medium,69,33,29,53
230410,70,1,1114,20.601,67 in,Right,Medium,77,64,68,73
221992,81,3,3236,51.588,175,Right,High,93,76,77,83
251400,64,1,1058,10.815,74 in,Left,Medium,75,30,21,58
188538,69,1,1078,14.077,75 in,Right,Medium,33,27,22,48
260611,63,1,1030,10.815,184,Right,Medium,70,39,41,52
259685,63,1,1028,10,188,Right,Low,58,34,33,40
254529,63,1,1086,13.534,184,Right,High,78,35,29,63
260637,68,1,1194,11.903,180,Right,Medium,73,67,68,74
224550,56,1,1012,10.815,187,Right,Medium,64,27,22,47
204346,73,1,1259,15.708,69 in,Left,Medium,67,67,68,75
242052,70,1,1179,12.446,178,Left,High,71,67,68,68
254315,61,1,1053,12.99,188,Right,Medium,66,39,31,62
260206,61,1,1005,10.054,180,Right,Low,47,48,45,56
264084,52,1,1013,10.272,67 in,Left,Medium,69,39,40,54
170890,79,3,1432,15.708,180,Left,Medium,73,65,59,75
225189,68,1,1114,12.99,181,Left,Medium,64,54,50,67
262728,59,1,1026,11.359,180,Right,High,65,59,58,51
177633,78,1,1504,26.581,172,Right,High,71,81,84,77
252382,64,1,1093,10.815,176,Right,High,72,51,48,65
231743,69,1,1158,23.319,191,Left,Medium,65,65,67,66
246129,56,1,1026,10.815,178,Right,Medium,66,51,49,58
198599,72,1,1150,12.99,70 in,Right,High,86,57,57,72
258801,60,1,1016,11.359,66 in,Right,Medium,77,53,49,64
228326,70,1,1122,16.795,177,Left,High,73,56,55,68
259201,53,1,1015,10.163,191,Right,Medium,68,34,33,51
261016,65,1,1069,11.359,70 in,Left,Medium,74,50,47,58
255854,65,1,1129,12.446,72 in,Left,Low,54,22,18,21
190907,67,1,1069,11.903,172,Right,High,91,61,58,68
248147,64,1,1100,10.815,184,Right,Medium,71,58,59,63
184901,67,1,1026,11.359,178,Right,High,71,48,47,60
247356,64,1,1037,10.815,180,Right,High,61,26,22,58
248011,64,1,1066,10.272,180,Right,High,70,60,60,64
189060,76,2,,,186,Right,Medium,54,51,41,62
263704,68,1,1114,12.99,72 in,Right,High,72,66,69,69
229011,71,1,1179,15.708,73 in,Right,High,62,48,42,69
264335,70,1,1237,10,184,Right,High,66,64,66,73
262354,56,1,1014,10.245,70 in,Right,Medium,63,39,43,59
220253,79,2,2514,27.668,175,Left,High,79,78,79,82
243593,73,1,1432,17.339,171,Right,Medium,77,72,67,78
231428,69,1,1129,20.601,180,Left,Medium,72,67,66,69
222715,76,2,1576,22.232,173,Right,Medium,61,55,48,70
253662,62,1,1060,10.815,69 in,Right,Medium,67,52,53,62
223857,68,1,1053,10.815,67 in,Right,High,91,64,70,67
197860,69,1,1071,10,182,Right,High,79,47,38,67
187607,78,2,,,77 in,Right,Medium,65,78,81,73
252196,49,1,1005,10.272,72 in,Right,Medium,56,42,42,55
232709,74,1,1396,16.795,69 in,Right,High,79,70,73,80
230486,70,1,1129,14.077,71 in,Right,High,79,59,61,75
262246,56,1,1021,10.082,69 in,Right,Medium,74,50,53,60
213102,69,1,1100,12.446,69 in,Right,High,79,71,70,68
246467,60,1,1039,10.163,182,Right,Medium,68,51,55,63
246085,63,1,1035,10,74 in,Right,Medium,56,23,16,20
254179,64,1,1014,10,69 in,Left,Medium,61,36,36,48
183774,72,1,1114,20.057,188,Right,Low,38,25,20,24
262942,62,1,1064,10.815,182,Left,High,74,59,58,63
248110,66,1,1078,10.815,185,Left,High,67,49,45,61
259751,69,1,1244,15.165,191,Right,Medium,76,69,72,68
248164,57,1,1028,10.272,68 in,Right,High,62,42,35,54
231612,75,1,1540,19.514,172,Left,Medium,77,68,66,79
261821,60,1,1017,10,73 in,Right,Medium,59,33,35,35
261180,57,1,1028,10.815,173,Left,Medium,68,49,50,56
246333,56,1,1024,10.272,72 in,Left,Medium,69,58,60,56
202076,68,1,1078,11.903,183,Right,High,70,46,40,66
221168,71,1,1208,17.883,73 in,Right,Medium,77,71,71,71
242692,66,1,1060,10.815,70 in,Right,High,74,61,62,68
242800,65,1,1107,12.99,181,Right,Medium,73,43,39,61
183025,62,1,1011,10.027,74 in,Right,High,66,62,64,52
251625,59,1,1035,12.99,184,Right,High,64,50,47,64
255642,59,1,1031,10.815,173,Right,Medium,90,58,62,56
246949,69,1,1158,12.446,69 in,Left,High,79,69,70,71
229558,82,2,5618,47.783,186,Right,High,81,43,39,69
260209,66,1,1071,10,174,Right,Medium,67,61,58,65
212592,69,1,1086,11.903,180,Right,Medium,75,48,41,65
248408,60,1,1042,12.99,74 in,Left,Medium,58,27,20,33
208141,76,1,1612,17.339,187,Left,Medium,59,72,67,79
111503,63,1,1010,10.272,69 in,Left,Medium,53,62,59,67
204131,65,1,1058,11.359,179,Right,Medium,46,55,55,41
223981,67,1,1086,11.903,71 in,Left,High,72,54,54,64
245263,64,1,1055,10,178,Right,High,71,66,66,70
191388,71,2,1136,15.165,70 in,Right,Medium,78,68,67,76
235212,85,2,6015,64.092,181,Right,High,95,71,73,84
244929,61,1,1057,10.815,70 in,Left,High,76,60,62,60
226514,63,1,1051,10.815,71 in,Left,High,74,43,40,58
241687,58,1,1021,10,175,Left,Medium,61,41,41,50
260852,55,1,1021,10.109,74 in,Right,Medium,57,55,57,43
186450,66,1,1048,11.359,177,Right,High,83,60,55,69
215089,72,1,1057,15.165,72 in,Right,Medium,60,51,45,70
236593,77,2,2551,24.95,74 in,Left,Medium,76,68,65,77
192906,79,1,1432,19.514,66 in,Right,High,68,82,82,84
232786,69,1,1150,16.252,69 in,Right,Medium,76,54,58,68
218623,69,1,1093,21.144,73 in,Right,Medium,69,69,63,68
254456,63,1,1039,10,172,Right,Medium,68,61,67,61
216701,73,1,1071,10.815,185,Right,Medium,58,40,28,30
260591,62,1,1071,10.272,174,Left,High,76,55,55,67
215165,71,1,1107,14.077,175,Right,Medium,75,63,59,75
263862,60,1,1037,10.272,73 in,Left,Medium,66,34,34,59
262523,54,1,1016,10,75 in,Right,Medium,64,25,22,33
230084,74,1,1612,33.104,73 in,Right,Medium,82,73,73,76
259159,63,1,1078,10,73 in,Right,High,70,25,27,54
247871,60,1,1039,10.815,74 in,Right,Medium,64,46,42,58
237665,68,1,1107,12.99,177,Right,Medium,79,64,67,70
254844,60,1,1026,10.815,63 in,Left,Medium,75,52,51,66
158810,70,3,1022,13.534,183,Right,Medium,39,67,56,70
229045,68,1,1100,11.903,72 in,Right,Medium,90,67,70,67
183187,73,2,1172,16.795,179,Left,High,66,68,66,73
261444,63,1,1086,10.272,67 in,Right,Medium,92,55,55,67
244235,65,1,1114,11.903,67 in,Right,Medium,87,57,57,69
263163,62,1,1058,10,184,Left,Medium,71,27,24,41
209475,65,1,1053,10.815,71 in,Right,Medium,79,55,52,65
253593,65,1,1013,10,73 in,Right,Low,72,48,38,30
259508,56,1,1016,10.272,70 in,Left,Medium,71,54,54,59
254740,55,1,1021,10,172,Left,Medium,75,53,55,65
219951,67,1,1107,10.815,72 in,Left,Medium,65,57,53,61
242214,70,1,1237,11.359,71 in,Right,Medium,51,50,55,63
262614,55,1,1019,10.027,182,Right,Medium,72,49,53,50
261563,61,1,1053,10,175,Right,Medium,64,57,55,70
230213,75,1,1396,25.494,184,Right,Medium,82,51,49,73
254658,56,1,1024,10.815,174,Left,Medium,68,64,69,56
256435,52,1,1013,10,180,Right,Medium,64,46,45,55
229724,64,1,1051,10.815,72 in,Right,Medium,54,36,23,47
186651,70,1,1058,15.165,70 in,Left,High,79,67,60,72
225053,63,1,1071,10.217,69 in,Right,Medium,75,47,41,56
261032,55,1,1021,10.815,177,Right,Medium,59,45,37,54
246096,53,1,1016,10,74 in,Right,Medium,71,44,44,52
225785,70,1,1230,15.165,178,Right,Medium,82,56,60,76
204830,72,1,1187,17.339,180,Right,Medium,83,68,66,76
232310,72,1,1158,16.252,183,Right,Medium,60,43,38,51
230454,70,1,1136,18.426,179,Right,Medium,83,64,64,76
243080,65,1,1107,12.446,184,Right,High,61,28,26,55
226765,74,1,1150,18.97,170,Right,High,88,73,74,72
244042,70,1,1259,11.903,180,Right,High,82,68,72,73
208302,66,1,1078,11.359,183,Right,High,76,60,54,65
219979,69,1,1122,11.903,69 in,Right,Low,70,43,36,68
247968,69,1,1069,14.077,176,Right,High,84,39,35,56
237555,67,1,1086,14.077,74 in,Right,High,71,64,67,65
225251,60,1,1021,10.19,188,Left,Medium,70,54,53,58
215368,73,1,1215,16.252,180,Right,High,81,64,62,73
246169,70,1,1259,11.359,70 in,Left,Medium,60,70,71,72
192250,65,1,1035,10.217,75 in,Left,Medium,42,40,41,48
248237,51,1,1008,10.815,72 in,Right,Medium,68,39,38,47
256832,61,1,1058,10,69 in,Right,Medium,65,62,62,65
257991,55,1,1021,10.163,72 in,Right,High,71,43,41,54
190584,79,2,1901,28.212,179,Right,Medium,47,71,72,78
252709,55,1,1019,10,72 in,Right,Medium,62,35,24,54
230895,61,1,1035,10.027,72 in,Right,Medium,74,61,62,58
261612,56,1,1022,10.272,164,Right,Medium,68,49,49,61
258603,65,1,1053,11.359,182,Right,Medium,70,40,28,64
257771,72,1,1208,26.037,175,Right,High,83,56,55,67
263650,53,1,1016,10.136,178,Right,Medium,58,44,41,54
227884,73,1,1345,26.581,69 in,Right,High,93,59,64,80
220479,69,1,1114,14.077,73 in,Right,Medium,63,62,55,67
216391,72,1,1201,14.621,170,Right,Medium,83,72,72,75
201301,68,1,1071,15.165,190,Right,Medium,36,40,31,42
230359,71,1,1086,19.514,168,Right,High,57,69,65,72
224859,67,1,1107,11.359,183,Left,Medium,76,64,61,69
232748,65,1,1037,10.272,169,Right,Medium,67,37,32,52
222624,61,1,1008,10.815,180,Right,Medium,61,53,50,53
203872,74,1,1143,17.339,168,Right,High,83,71,72,73
248710,68,1,1136,11.903,181,Left,Medium,72,63,66,71
263182,53,1,1016,11.359,180,Left,Medium,62,41,39,56
244453,62,1,1019,10.272,68 in,Right,High,53,52,46,59
205956,63,1,1030,10.815,74 in,Left,Medium,78,38,25,53
261411,59,1,1039,10,72 in,Right,High,64,50,52,50
240211,67,1,1086,10,72 in,Right,High,77,62,59,68
213377,65,1,1051,14.077,176,Right,High,77,63,68,59
261698,56,1,1024,10,191,Right,High,59,57,61,49
184749,72,1,1136,28.755,72 in,Right,Medium,50,68,66,65
259694,75,1,1865,51.044,184,Right,High,78,35,22,48
225051,60,1,1021,10.272,73 in,Left,Medium,50,24,22,38
237595,73,1,1302,14.621,187,Left,Medium,70,40,32,62
198190,70,1,1100,18.97,72 in,Left,Medium,63,54,55,68
238599,63,1,1033,10.272,68 in,Right,Medium,77,59,58,61
193310,61,1,1007,10.272,74 in,Right,Medium,37,32,24,46
263356,56,1,1024,10,178,Right,Medium,66,48,51,59
261745,59,1,1040,10.815,72 in,Left,Medium,68,59,59,65
240799,54,1,1016,12.446,71 in,Right,High,60,26,25,53
233885,71,1,1280,14.077,183,Right,Medium,78,44,23,41
223670,64,1,1048,11.903,188,Left,Medium,75,62,64,61
243364,65,1,1051,10.815,69 in,Right,High,70,64,65,68
252193,67,1,1179,11.359,184,Right,Medium,68,62,66,64
205681,65,1,1055,11.903,73 in,Right,High,73,66,70,58
255254,64,1,1040,10,184,Right,Medium,66,39,33,38
234630,70,1,1107,10,169,Right,High,69,71,74,75
176839,61,1,1005,10.027,181,Right,Medium,60,43,36,54
246845,68,1,1086,14.077,70 in,Right,High,87,66,64,71
243646,67,1,1158,11.903,184,Left,Medium,64,65,68,68
251926,61,1,1057,10.082,179,Right,Medium,69,42,33,60
256616,66,1,1129,11.359,185,Left,Medium,72,36,28,67
260136,70,1,1237,10,72 in,Right,Medium,68,37,32,44
258590,69,1,1129,13.534,70 in,Right,High,84,65,66,66
246388,71,1,1280,12.446,189,Right,Low,65,26,21,29
230372,68,1,1086,14.077,188,Right,Medium,63,54,47,57
221955,66,1,1122,11.903,187,Right,High,55,67,71,68
199412,72,1,1165,23.319,72 in,Left,Medium,86,71,66,71
210513,79,2,2262,18.97,169,Left,High,73,76,71,83
218938,66,1,1051,10.272,180,Right,Medium,37,30,27,50
190995,64,1,1040,10.217,73 in,Right,Medium,77,58,59,63
201364,63,1,1030,10.815,70 in,Left,Medium,77,31,24,48
221369,63,1,1033,11.903,67 in,Right,High,83,57,57,62
193627,64,1,1040,10.815,70 in,Right,High,68,65,66,63
264524,61,1,1048,10,175,Left,Medium,75,48,44,54
237452,67,1,1086,12.446,67 in,Right,Medium,69,59,53,64
242558,56,1,1022,11.359,170,Right,Medium,80,52,51,60
239104,66,1,1057,10,185,Left,Medium,69,36,33,51
247758,65,1,1114,10.272,175,Right,Medium,70,54,57,69
264463,63,1,1044,10.815,185,Right,Medium,61,67,68,54
225713,67,1,1100,14.077,70 in,Right,Medium,71,68,67,69
202848,75,2,1432,21.144,176,Right,Medium,84,70,70,81
